category,url,image
"Logística, Montagem e Transportes",https://www.cubicoinvest.com/,https://abeeolica.org.br/wp-content/uploads/2022/03/61.Cubico.png
"Logística, Montagem e Transportes",https://www.dnv.com/,https://abeeolica.org.br/wp-content/uploads/2022/03/27.DNV_GL.png
"Logística, Montagem e Transportes",http://doisa.com/,https://abeeolica.org.br/wp-content/uploads/2022/03/28.DoisA_Eng.png
"Logística, Montagem e Transportes",https://www.deme-group.com/,https://abeeolica.org.br/wp-content/uploads/2022/03/Dragabras.png
"Logística, Montagem e Transportes",https://www.linkedin.com/company/edf-renewables-am%C3%A9rica-latina/,https://abeeolica.org.br/wp-content/uploads/2022/03/EDF-RENEWABLES.png
"Logística, Montagem e Transportes",https://www.edpr.com/,https://abeeolica.org.br/wp-content/uploads/2022/03/32.EDP_.png
"Logística, Montagem e Transportes",https://www.elera.com/,https://abeeolica.org.br/wp-content/uploads/2022/03/Elera.png
"Logística, Montagem e Transportes",http://www.eletrosul.gov.br/,https://abeeolica.org.br/wp-content/uploads/2022/03/33.Eletrobras_Eletrosul.png
"Logística, Montagem e Transportes",https://www.furnas.com.br/,https://abeeolica.org.br/wp-content/uploads/2022/03/47.Eletrobras_Furnas.png
"Logística, Montagem e Transportes",https://www.elecnor.com.br/br,https://abeeolica.org.br/wp-content/uploads/2022/03/enerfin-logo-PT.png
"Logística, Montagem e Transportes",https://www.engie.com.br/,https://abeeolica.org.br/wp-content/uploads/2022/03/ENGIE_logotype_gradient_BLUE_RGB.png
"Logística, Montagem e Transportes",http://essentiaenergia.com.br/,https://abeeolica.org.br/wp-content/uploads/2022/03/Essentia.png
"Logística, Montagem e Transportes",https://www.fiern.org.br/,https://abeeolica.org.br/wp-content/uploads/2022/03/46.Fierrn.png
"Logística, Montagem e Transportes",https://www.ge.com/renewableenergy/,https://abeeolica.org.br/wp-content/uploads/2022/03/49.GE_.png
"Logística, Montagem e Transportes",https://www2.gerdau.com.br/,https://abeeolica.org.br/wp-content/uploads/2022/03/Gerdau-1.png
"Logística, Montagem e Transportes",https://gwind.com.br/newgwind/,https://abeeolica.org.br/wp-content/uploads/2022/03/GWIND.jpg
"Logística, Montagem e Transportes",https://www.honda.com.br/institucional/honda-energy,https://abeeolica.org.br/wp-content/uploads/2022/03/50.Honda_Energy.png
"Logística, Montagem e Transportes",http://www.iberobras.com/,https://abeeolica.org.br/wp-content/uploads/2022/03/53.Iberobras.png
"Logística, Montagem e Transportes",http://www.inovaenergy.com.br/,https://abeeolica.org.br/wp-content/uploads/2022/03/51.Inova_Energy.png
"Logística, Montagem e Transportes",https://www.rn.senai.br/isi-er/,https://abeeolica.org.br/wp-content/uploads/2022/03/ISI-ER-Logomarca.png
"Logística, Montagem e Transportes",https://www.k2management.com/,https://abeeolica.org.br/wp-content/uploads/2022/03/55.K2_Management-1.png
"Logística, Montagem e Transportes",https://www.kintech-engineering.com/,https://abeeolica.org.br/wp-content/uploads/2022/03/Kintech_newlogo.png
"Logística, Montagem e Transportes",https://abeeolica.org.br/associados/,https://abeeolica.org.br/wp-content/uploads/2022/03/LM-ENGENHARIA.png
"Logística, Montagem e Transportes",http://www.metaltork.com.br/,https://abeeolica.org.br/wp-content/uploads/2022/03/74.Metaltork.png
"Logística, Montagem e Transportes",https://www.norwind.com.br/,https://abeeolica.org.br/wp-content/uploads/2022/03/81.NorWind.png
"Logística, Montagem e Transportes",https://oceanpact.com/,https://abeeolica.org.br/wp-content/uploads/2022/04/OceanPact.png
"Logística, Montagem e Transportes",https://omegaenergia.com.br/,https://abeeolica.org.br/wp-content/uploads/2022/03/Logo_1x1.png
"Logística, Montagem e Transportes",https://www.ormazabal.com/br,https://abeeolica.org.br/wp-content/uploads/2022/03/68.Ormazabal.png
"Logística, Montagem e Transportes",https://www.pan-energy.com/,https://abeeolica.org.br/wp-content/uploads/2022/03/Logo-PAE.jpg
"Logística, Montagem e Transportes",http://www.papyrusconsultoria.com.br/,https://abeeolica.org.br/wp-content/uploads/2022/03/Papyrus-Consultoria-Ambiental.jpg
"Logística, Montagem e Transportes",http://www.renobrax.com.br/,https://abeeolica.org.br/wp-content/uploads/2022/03/43.Renobrax.png
"Logística, Montagem e Transportes",http://ri.renovaenergia.com.br/,https://abeeolica.org.br/wp-content/uploads/2022/03/44.Renova.png
"Logística, Montagem e Transportes",https://rioenergy.com.br/,https://abeeolica.org.br/wp-content/uploads/2022/03/42.Rio_Energy.png
"Logística, Montagem e Transportes",https://www.rudloff.com.br/wind/,https://abeeolica.org.br/wp-content/uploads/2022/03/Rudloff.JPG.png
"Logística, Montagem e Transportes",https://www.semikron.com/,https://abeeolica.org.br/wp-content/uploads/2022/03/79.Semikron.png
"Logística, Montagem e Transportes",http://www.gruposerveng.com.br/,https://abeeolica.org.br/wp-content/uploads/2022/03/SERVENG-ADAPTADO.png
"Logística, Montagem e Transportes",https://sete-institucional.com.br/,https://abeeolica.org.br/wp-content/uploads/2022/03/sete-solucoes.png
"Logística, Montagem e Transportes",https://br.sowitec.com/pt/,https://abeeolica.org.br/wp-content/uploads/2022/03/85.Sowitec.png
"Logística, Montagem e Transportes",https://www.statkraft.com.br/,https://abeeolica.org.br/wp-content/uploads/2022/03/86.Statkraft.png
"Logística, Montagem e Transportes",https://www.tecnatom.com.br/,https://abeeolica.org.br/wp-content/uploads/2022/03/Tecnatom.png
"Logística, Montagem e Transportes",https://www.tecnogera.com.br/,https://abeeolica.org.br/wp-content/uploads/2022/03/87.Tecnogera.png
"Logística, Montagem e Transportes",https://ten.ind.br/,https://abeeolica.org.br/wp-content/uploads/2022/03/89.Ten_.png
"Logística, Montagem e Transportes",https://www.vestas.com/en,https://abeeolica.org.br/wp-content/uploads/2022/03/94.Vestas.png
"Logística, Montagem e Transportes",https://www.voltalia.com/,https://abeeolica.org.br/wp-content/uploads/2022/03/96.Voltalia.png
"Logística, Montagem e Transportes",https://www.venergia.com.br/,https://abeeolica.org.br/wp-content/uploads/2022/03/Votorantim_Novo-1.jpg
"Logística, Montagem e Transportes",https://www.weg.net/institutional/BR/pt/,https://abeeolica.org.br/wp-content/uploads/2022/03/100.WEG_-1.png
